"209","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\InstallInfo",\N,"HideIconsCommand","\"C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe\" /HideShortcuts","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"210","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\InstallInfo",\N,"ShowIconsCommand","\"C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe\" /ShowShortcuts","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"211","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\InstallInfo",\N,"ReinstallCommand","\"C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe\" /SetAsDefaultAppGlobal","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"212","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\InstallInfo",\N,"IconsVisible","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"213","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"214","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\open","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"215","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\open\\command","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"216","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\open\\command",\N,"","\"C:\\Program Files\\Mozilla Firefox\\firefox.exe\"","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"217","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\properties","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"218","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\properties",\N,"","Firefox &Options","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"219","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\properties\\command","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"220","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\properties\\command",\N,"","\"C:\\Program Files\\Mozilla Firefox\\firefox.exe\" -preferences","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"221","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\safemode","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"222","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\safemode",\N,"","Firefox &Safe Mode","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"223","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\safemode\\command","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"224","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\shell\\safemode\\command",\N,"","\"C:\\Program Files\\Mozilla Firefox\\firefox.exe\" -safe-mode","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"274","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\App Paths\\firefox.exe","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"275","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\App Paths\\firefox.exe",\N,"","C:\\Program Files\\Mozilla Firefox\\firefox.exe","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"276","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\App Paths\\firefox.exe",\N,"Path","C:\\Program Files\\Mozilla Firefox","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"306","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"307","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"Comments","Mozilla Firefox 58.0.2 (x86 en-US)","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"308","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"DisplayIcon","C:\\Program Files\\Mozilla Firefox\\firefox.exe,0","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"309","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"DisplayName","Mozilla Firefox 58.0.2 (x86 en-US)","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"310","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"DisplayVersion","58.0.2","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"311","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"HelpLink","https://support.mozilla.org","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"312","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"InstallLocation","C:\\Program Files\\Mozilla Firefox","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"313","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"Publisher","Mozilla","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"314","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"UninstallString","\"C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe\"","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"315","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"URLUpdateInfo","https://www.mozilla.org/firefox/58.0.2/releasenotes","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
